"SEX","AGE","GEO","CITIZEN","ASYL_APP","UNIT","TIME","Value","Flag and Footnotes"
"Males","65 years or over","Lithuania","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Males","65 years or over","Lithuania","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Males","65 years or over","Luxembourg","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Males","65 years or over","Luxembourg","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Males","65 years or over","Hungary","Extra-EU28 (current composition)","Asylum applicant","Person","2016","55",""
"Males","65 years or over","Hungary","Extra-EU28 (current composition)","First time applicant","Person","2016","50",""
"Males","65 years or over","Malta","Extra-EU28 (current composition)","Asylum applicant","Person","2016","5",""
"Males","65 years or over","Malta","Extra-EU28 (current composition)","First time applicant","Person","2016","5",""
"Males","65 years or over","Netherlands","Extra-EU28 (current composition)","Asylum applicant","Person","2016","90",""
"Males","65 years or over","Netherlands","Extra-EU28 (current composition)","First time applicant","Person","2016","75",""
"Males","65 years or over","Austria","Extra-EU28 (current composition)","Asylum applicant","Person","2016","85",""
"Males","65 years or over","Austria","Extra-EU28 (current composition)","First time applicant","Person","2016","80",""
"Males","65 years or over","Poland","Extra-EU28 (current composition)","Asylum applicant","Person","2016","20",""
"Males","65 years or over","Poland","Extra-EU28 (current composition)","First time applicant","Person","2016","15",""
"Males","65 years or over","Portugal","Extra-EU28 (current composition)","Asylum applicant","Person","2016","5",""
"Males","65 years or over","Portugal","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Males","65 years or over","Romania","Extra-EU28 (current composition)","Asylum applicant","Person","2016","5",""
"Males","65 years or over","Romania","Extra-EU28 (current composition)","First time applicant","Person","2016","5",""
"Males","65 years or over","Slovenia","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Males","65 years or over","Slovenia","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Males","65 years or over","Slovakia","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Males","65 years or over","Slovakia","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Males","65 years or over","Finland","Extra-EU28 (current composition)","Asylum applicant","Person","2016","15",""
"Males","65 years or over","Finland","Extra-EU28 (current composition)","First time applicant","Person","2016","15",""
"Males","65 years or over","Sweden","Extra-EU28 (current composition)","Asylum applicant","Person","2016","230",""
"Males","65 years or over","Sweden","Extra-EU28 (current composition)","First time applicant","Person","2016","180",""
"Males","65 years or over","United Kingdom","Extra-EU28 (current composition)","Asylum applicant","Person","2016","185",""
"Males","65 years or over","United Kingdom","Extra-EU28 (current composition)","First time applicant","Person","2016","180",""
"Males","65 years or over","Iceland","Extra-EU28 (current composition)","Asylum applicant","Person","2016","5",""
"Males","65 years or over","Iceland","Extra-EU28 (current composition)","First time applicant","Person","2016","5",""
"Males","65 years or over","Liechtenstein","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Males","65 years or over","Liechtenstein","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Males","65 years or over","Norway","Extra-EU28 (current composition)","Asylum applicant","Person","2016","10",""
"Males","65 years or over","Norway","Extra-EU28 (current composition)","First time applicant","Person","2016","10",""
"Males","65 years or over","Switzerland","Extra-EU28 (current composition)","Asylum applicant","Person","2016","55",""
"Males","65 years or over","Switzerland","Extra-EU28 (current composition)","First time applicant","Person","2016","50",""
"Males","65 years or over","Total","Extra-EU28 (current composition)","Asylum applicant","Person","2016","3,480",""
"Males","65 years or over","Total","Extra-EU28 (current composition)","First time applicant","Person","2016","3,265",""
"Males","Unknown","European Union (current composition)","Extra-EU28 (current composition)","Asylum applicant","Person","2016","990",""
"Males","Unknown","European Union (current composition)","Extra-EU28 (current composition)","First time applicant","Person","2016","955",""
"Males","Unknown","Belgium","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Males","Unknown","Belgium","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Males","Unknown","Bulgaria","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Males","Unknown","Bulgaria","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Males","Unknown","Czech Republic","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Males","Unknown","Czech Republic","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Males","Unknown","Denmark","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Males","Unknown","Denmark","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Males","Unknown","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Males","Unknown","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Males","Unknown","Estonia","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Males","Unknown","Estonia","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Males","Unknown","Ireland","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Males","Unknown","Ireland","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Males","Unknown","Greece","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Males","Unknown","Greece","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Males","Unknown","Spain","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Males","Unknown","Spain","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Males","Unknown","France","Extra-EU28 (current composition)","Asylum applicant","Person","2016","5",""
"Males","Unknown","France","Extra-EU28 (current composition)","First time applicant","Person","2016","5",""
"Males","Unknown","Croatia","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Males","Unknown","Croatia","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Males","Unknown","Italy","Extra-EU28 (current composition)","Asylum applicant","Person","2016","5",""
"Males","Unknown","Italy","Extra-EU28 (current composition)","First time applicant","Person","2016","5",""
"Males","Unknown","Cyprus","Extra-EU28 (current composition)","Asylum applicant","Person","2016","5",""
"Males","Unknown","Cyprus","Extra-EU28 (current composition)","First time applicant","Person","2016","5",""
"Males","Unknown","Latvia","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Males","Unknown","Latvia","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Males","Unknown","Lithuania","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Males","Unknown","Lithuania","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Males","Unknown","Luxembourg","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Males","Unknown","Luxembourg","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Males","Unknown","Hungary","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Males","Unknown","Hungary","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Males","Unknown","Malta","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Males","Unknown","Malta","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Males","Unknown","Netherlands","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Males","Unknown","Netherlands","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Males","Unknown","Austria","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Males","Unknown","Austria","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Males","Unknown","Poland","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Males","Unknown","Poland","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Males","Unknown","Portugal","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Males","Unknown","Portugal","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Males","Unknown","Romania","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Males","Unknown","Romania","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Males","Unknown","Slovenia","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Males","Unknown","Slovenia","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Males","Unknown","Slovakia","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Males","Unknown","Slovakia","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Males","Unknown","Finland","Extra-EU28 (current composition)","Asylum applicant","Person","2016","10",""
"Males","Unknown","Finland","Extra-EU28 (current composition)","First time applicant","Person","2016","10",""
"Males","Unknown","Sweden","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Males","Unknown","Sweden","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Males","Unknown","United Kingdom","Extra-EU28 (current composition)","Asylum applicant","Person","2016","960",""
"Males","Unknown","United Kingdom","Extra-EU28 (current composition)","First time applicant","Person","2016","930",""
"Males","Unknown","Iceland","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Males","Unknown","Iceland","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Males","Unknown","Liechtenstein","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Males","Unknown","Liechtenstein","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Males","Unknown","Norway","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Males","Unknown","Norway","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Males","Unknown","Switzerland","Extra-EU28 (current composition)","Asylum applicant","Person","2016","0",""
"Males","Unknown","Switzerland","Extra-EU28 (current composition)","First time applicant","Person","2016","0",""
"Males","Unknown","Total","Extra-EU28 (current composition)","Asylum applicant","Person","2016","990",""
"Males","Unknown","Total","Extra-EU28 (current composition)","First time applicant","Person","2016","955",""
"Females","Total","European Union (current composition)","Extra-EU28 (current composition)","Asylum applicant","Person","2016","406,565",""
"Females","Total","European Union (current composition)","Extra-EU28 (current composition)","First time applicant","Person","2016","389,145",""
"Females","Total","Belgium","Extra-EU28 (current composition)","Asylum applicant","Person","2016","6,535",""
"Females","Total","Belgium","Extra-EU28 (current composition)","First time applicant","Person","2016","5,260",""
"Females","Total","Bulgaria","Extra-EU28 (current composition)","Asylum applicant","Person","2016","4,365",""
"Females","Total","Bulgaria","Extra-EU28 (current composition)","First time applicant","Person","2016","4,325",""
"Females","Total","Czech Republic","Extra-EU28 (current composition)","Asylum applicant","Person","2016","555",""
"Females","Total","Czech Republic","Extra-EU28 (current composition)","First time applicant","Person","2016","475",""
"Females","Total","Denmark","Extra-EU28 (current composition)","Asylum applicant","Person","2016","1,890",""
"Females","Total","Denmark","Extra-EU28 (current composition)","First time applicant","Person","2016","1,860",""
"Females","Total","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Asylum applicant","Person","2016","255,870",""
"Females","Total","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","First time applicant","Person","2016","247,755",""
"Females","Total","Estonia","Extra-EU28 (current composition)","Asylum applicant","Person","2016","70",""
"Females","Total","Estonia","Extra-EU28 (current composition)","First time applicant","Person","2016","65",""
"Females","Total","Ireland","Extra-EU28 (current composition)","Asylum applicant","Person","2016","855",""
"Females","Total","Ireland","Extra-EU28 (current composition)","First time applicant","Person","2016","850",""
"Females","Total","Greece","Extra-EU28 (current composition)","Asylum applicant","Person","2016","19,080",""
"Females","Total","Greece","Extra-EU28 (current composition)","First time applicant","Person","2016","18,875",""
"Females","Total","Spain","Extra-EU28 (current composition)","Asylum applicant","Person","2016","6,350",""
"Females","Total","Spain","Extra-EU28 (current composition)","First time applicant","Person","2016","6,305",""
"Females","Total","France","Extra-EU28 (current composition)","Asylum applicant","Person","2016","29,345",""
"Females","Total","France","Extra-EU28 (current composition)","First time applicant","Person","2016","27,150",""
"Females","Total","Croatia","Extra-EU28 (current composition)","Asylum applicant","Person","2016","320",""
"Females","Total","Croatia","Extra-EU28 (current composition)","First time applicant","Person","2016","310",""
"Females","Total","Italy","Extra-EU28 (current composition)","Asylum applicant","Person","2016","18,455",""
"Females","Total","Italy","Extra-EU28 (current composition)","First time applicant","Person","2016","18,245",""
"Females","Total","Cyprus","Extra-EU28 (current composition)","Asylum applicant","Person","2016","1,135",""
"Females","Total","Cyprus","Extra-EU28 (current composition)","First time applicant","Person","2016","1,125",""
"Females","Total","Latvia","Extra-EU28 (current composition)","Asylum applicant","Person","2016","130",""
"Females","Total","Latvia","Extra-EU28 (current composition)","First time applicant","Person","2016","130",""
"Females","Total","Lithuania","Extra-EU28 (current composition)","Asylum applicant","Person","2016","170",""
"Females","Total","Lithuania","Extra-EU28 (current composition)","First time applicant","Person","2016","160",""
"Females","Total","Luxembourg","Extra-EU28 (current composition)","Asylum applicant","Person","2016","615",""
"Females","Total","Luxembourg","Extra-EU28 (current composition)","First time applicant","Person","2016","580",""
"Females","Total","Hungary","Extra-EU28 (current composition)","Asylum applicant","Person","2016","6,600",""
"Females","Total","Hungary","Extra-EU28 (current composition)","First time applicant","Person","2016","6,515",""
"Females","Total","Malta","Extra-EU28 (current composition)","Asylum applicant","Person","2016","570",""
"Females","Total","Malta","Extra-EU28 (current composition)","First time applicant","Person","2016","510",""
"Females","Total","Netherlands","Extra-EU28 (current composition)","Asylum applicant","Person","2016","6,525",""
"Females","Total","Netherlands","Extra-EU28 (current composition)","First time applicant","Person","2016","5,955",""
"Females","Total","Austria","Extra-EU28 (current composition)","Asylum applicant","Person","2016","13,950",""
"Females","Total","Austria","Extra-EU28 (current composition)","First time applicant","Person","2016","13,350",""
"Females","Total","Poland","Extra-EU28 (current composition)","Asylum applicant","Person","2016","5,940",""
"Females","Total","Poland","Extra-EU28 (current composition)","First time applicant","Person","2016","4,750",""
"Females","Total","Portugal","Extra-EU28 (current composition)","Asylum applicant","Person","2016","480",""
"Females","Total","Portugal","Extra-EU28 (current composition)","First time applicant","Person","2016","220",""
"Females","Total","Romania","Extra-EU28 (current composition)","Asylum applicant","Person","2016","655",""
"Females","Total","Romania","Extra-EU28 (current composition)","First time applicant","Person","2016","650",""
"Females","Total","Slovenia","Extra-EU28 (current composition)","Asylum applicant","Person","2016","220",""
"Females","Total","Slovenia","Extra-EU28 (current composition)","First time applicant","Person","2016","215",""
"Females","Total","Slovakia","Extra-EU28 (current composition)","Asylum applicant","Person","2016","40",""
"Females","Total","Slovakia","Extra-EU28 (current composition)","First time applicant","Person","2016","30",""
"Females","Total","Finland","Extra-EU28 (current composition)","Asylum applicant","Person","2016","1,940",""
"Females","Total","Finland","Extra-EU28 (current composition)","First time applicant","Person","2016","1,850",""
"Females","Total","Sweden","Extra-EU28 (current composition)","Asylum applicant","Person","2016","11,510",""
"Females","Total","Sweden","Extra-EU28 (current composition)","First time applicant","Person","2016","9,375",""
"Females","Total","United Kingdom","Extra-EU28 (current composition)","Asylum applicant","Person","2016","12,385",""
"Females","Total","United Kingdom","Extra-EU28 (current composition)","First time applicant","Person","2016","12,245",""
"Females","Total","Iceland","Extra-EU28 (current composition)","Asylum applicant","Person","2016","315",""
"Females","Total","Iceland","Extra-EU28 (current composition)","First time applicant","Person","2016","310",""
"Females","Total","Liechtenstein","Extra-EU28 (current composition)","Asylum applicant","Person","2016","30",""
"Females","Total","Liechtenstein","Extra-EU28 (current composition)","First time applicant","Person","2016","30",""
"Females","Total","Norway","Extra-EU28 (current composition)","Asylum applicant","Person","2016","1,330",""
"Females","Total","Norway","Extra-EU28 (current composition)","First time applicant","Person","2016","1,255",""
"Females","Total","Switzerland","Extra-EU28 (current composition)","Asylum applicant","Person","2016","7,960",""
"Females","Total","Switzerland","Extra-EU28 (current composition)","First time applicant","Person","2016","7,560",""
"Females","Total","Total","Extra-EU28 (current composition)","Asylum applicant","Person","2016","416,195",""
"Females","Total","Total","Extra-EU28 (current composition)","First time applicant","Person","2016","398,295",""
"Females","Less than 14 years","European Union (current composition)","Extra-EU28 (current composition)","Asylum applicant","Person","2016","136,520",""
"Females","Less than 14 years","European Union (current composition)","Extra-EU28 (current composition)","First time applicant","Person","2016","131,795",""
"Females","Less than 14 years","Belgium","Extra-EU28 (current composition)","Asylum applicant","Person","2016","1,785",""
"Females","Less than 14 years","Belgium","Extra-EU28 (current composition)","First time applicant","Person","2016","1,510",""
"Females","Less than 14 years","Bulgaria","Extra-EU28 (current composition)","Asylum applicant","Person","2016","1,475",""
"Females","Less than 14 years","Bulgaria","Extra-EU28 (current composition)","First time applicant","Person","2016","1,465",""
"Females","Less than 14 years","Czech Republic","Extra-EU28 (current composition)","Asylum applicant","Person","2016","110",""
"Females","Less than 14 years","Czech Republic","Extra-EU28 (current composition)","First time applicant","Person","2016","95",""
"Females","Less than 14 years","Denmark","Extra-EU28 (current composition)","Asylum applicant","Person","2016","485",""
"Females","Less than 14 years","Denmark","Extra-EU28 (current composition)","First time applicant","Person","2016","480",""
"Females","Less than 14 years","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Asylum applicant","Person","2016","93,815",""
"Females","Less than 14 years","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","First time applicant","Person","2016","91,060",""
"Females","Less than 14 years","Estonia","Extra-EU28 (current composition)","Asylum applicant","Person","2016","30",""
"Females","Less than 14 years","Estonia","Extra-EU28 (current composition)","First time applicant","Person","2016","25",""
"Females","Less than 14 years","Ireland","Extra-EU28 (current composition)","Asylum applicant","Person","2016","245",""
"Females","Less than 14 years","Ireland","Extra-EU28 (current composition)","First time applicant","Person","2016","245",""
"Females","Less than 14 years","Greece","Extra-EU28 (current composition)","Asylum applicant","Person","2016","7,115",""
"Females","Less than 14 years","Greece","Extra-EU28 (current composition)","First time applicant","Person","2016","7,080",""
"Females","Less than 14 years","Spain","Extra-EU28 (current composition)","Asylum applicant","Person","2016","1,530",""
"Females","Less than 14 years","Spain","Extra-EU28 (current composition)","First time applicant","Person","2016","1,515",""
"Females","Less than 14 years","France","Extra-EU28 (current composition)","Asylum applicant","Person","2016","6,630",""
"Females","Less than 14 years","France","Extra-EU28 (current composition)","First time applicant","Person","2016","6,590",""
"Females","Less than 14 years","Croatia","Extra-EU28 (current composition)","Asylum applicant","Person","2016","115",""
"Females","Less than 14 years","Croatia","Extra-EU28 (current composition)","First time applicant","Person","2016","115",""
"Females","Less than 14 years","Italy","Extra-EU28 (current composition)","Asylum applicant","Person","2016","2,255",""
"Females","Less than 14 years","Italy","Extra-EU28 (current composition)","First time applicant","Person","2016","2,210",""
"Females","Less than 14 years","Cyprus","Extra-EU28 (current composition)","Asylum applicant","Person","2016","210",""
"Females","Less than 14 years","Cyprus","Extra-EU28 (current composition)","First time applicant","Person","2016","210",""
"Females","Less than 14 years","Latvia","Extra-EU28 (current composition)","Asylum applicant","Person","2016","60",""
"Females","Less than 14 years","Latvia","Extra-EU28 (current composition)","First time applicant","Person","2016","60",""
"Females","Less than 14 years","Lithuania","Extra-EU28 (current composition)","Asylum applicant","Person","2016","60",""
"Females","Less than 14 years","Lithuania","Extra-EU28 (current composition)","First time applicant","Person","2016","60",""
"Females","Less than 14 years","Luxembourg","Extra-EU28 (current composition)","Asylum applicant","Person","2016","235",""
"Females","Less than 14 years","Luxembourg","Extra-EU28 (current composition)","First time applicant","Person","2016","270",""
"Females","Less than 14 years","Hungary","Extra-EU28 (current composition)","Asylum applicant","Person","2016","2,215",""
"Females","Less than 14 years","Hungary","Extra-EU28 (current composition)","First time applicant","Person","2016","2,190",""
"Females","Less than 14 years","Malta","Extra-EU28 (current composition)","Asylum applicant","Person","2016","185",""
"Females","Less than 14 years","Malta","Extra-EU28 (current composition)","First time applicant","Person","2016","170",""
"Females","Less than 14 years","Netherlands","Extra-EU28 (current composition)","Asylum applicant","Person","2016","1,935",""
"Females","Less than 14 years","Netherlands","Extra-EU28 (current composition)","First time applicant","Person","2016","1,795",""
"Females","Less than 14 years","Austria","Extra-EU28 (current composition)","Asylum applicant","Person","2016","5,905",""
"Females","Less than 14 years","Austria","Extra-EU28 (current composition)","First time applicant","Person","2016","5,710",""
"Females","Less than 14 years","Poland","Extra-EU28 (current composition)","Asylum applicant","Person","2016","2,570",""
"Females","Less than 14 years","Poland","Extra-EU28 (current composition)","First time applicant","Person","2016","2,115",""
"Females","Less than 14 years","Portugal","Extra-EU28 (current composition)","Asylum applicant","Person","2016","130",""
"Females","Less than 14 years","Portugal","Extra-EU28 (current composition)","First time applicant","Person","2016","40",""
"Females","Less than 14 years","Romania","Extra-EU28 (current composition)","Asylum applicant","Person","2016","180",""
"Females","Less than 14 years","Romania","Extra-EU28 (current composition)","First time applicant","Person","2016","180",""
"Females","Less than 14 years","Slovenia","Extra-EU28 (current composition)","Asylum applicant","Person","2016","75",""
"Females","Less than 14 years","Slovenia","Extra-EU28 (current composition)","First time applicant","Person","2016","70",""
"Females","Less than 14 years","Slovakia","Extra-EU28 (current composition)","Asylum applicant","Person","2016","20",""
"Females","Less than 14 years","Slovakia","Extra-EU28 (current composition)","First time applicant","Person","2016","10",""
"Females","Less than 14 years","Finland","Extra-EU28 (current composition)","Asylum applicant","Person","2016","680",""
"Females","Less than 14 years","Finland","Extra-EU28 (current composition)","First time applicant","Person","2016","665",""
"Females","Less than 14 years","Sweden","Extra-EU28 (current composition)","Asylum applicant","Person","2016","3,905",""
"Females","Less than 14 years","Sweden","Extra-EU28 (current composition)","First time applicant","Person","2016","3,370",""
"Females","Less than 14 years","United Kingdom","Extra-EU28 (current composition)","Asylum applicant","Person","2016","2,560",""
"Females","Less than 14 years","United Kingdom","Extra-EU28 (current composition)","First time applicant","Person","2016","2,495",""
"Females","Less than 14 years","Iceland","Extra-EU28 (current composition)","Asylum applicant","Person","2016","100",""
"Females","Less than 14 years","Iceland","Extra-EU28 (current composition)","First time applicant","Person","2016","100",""
"Females","Less than 14 years","Liechtenstein","Extra-EU28 (current composition)","Asylum applicant","Person","2016","10",""
"Females","Less than 14 years","Liechtenstein","Extra-EU28 (current composition)","First time applicant","Person","2016","10",""
"Females","Less than 14 years","Norway","Extra-EU28 (current composition)","Asylum applicant","Person","2016","430",""
"Females","Less than 14 years","Norway","Extra-EU28 (current composition)","First time applicant","Person","2016","420",""
"Females","Less than 14 years","Switzerland","Extra-EU28 (current composition)","Asylum applicant","Person","2016","3,165",""
"Females","Less than 14 years","Switzerland","Extra-EU28 (current composition)","First time applicant","Person","2016","3,025",""
"Females","Less than 14 years","Total","Extra-EU28 (current composition)","Asylum applicant","Person","2016","140,225",""
"Females","Less than 14 years","Total","Extra-EU28 (current composition)","First time applicant","Person","2016","135,350",""
"Females","From 14 to 17 years","European Union (current composition)","Extra-EU28 (current composition)","Asylum applicant","Person","2016","24,395",""
"Females","From 14 to 17 years","European Union (current composition)","Extra-EU28 (current composition)","First time applicant","Person","2016","23,525",""
"Females","From 14 to 17 years","Belgium","Extra-EU28 (current composition)","Asylum applicant","Person","2016","415",""
"Females","From 14 to 17 years","Belgium","Extra-EU28 (current composition)","First time applicant","Person","2016","355",""
"Females","From 14 to 17 years","Bulgaria","Extra-EU28 (current composition)","Asylum applicant","Person","2016","385",""
"Females","From 14 to 17 years","Bulgaria","Extra-EU28 (current composition)","First time applicant","Person","2016","385",""
"Females","From 14 to 17 years","Czech Republic","Extra-EU28 (current composition)","Asylum applicant","Person","2016","25",""
"Females","From 14 to 17 years","Czech Republic","Extra-EU28 (current composition)","First time applicant","Person","2016","20",""
"Females","From 14 to 17 years","Denmark","Extra-EU28 (current composition)","Asylum applicant","Person","2016","180",""
"Females","From 14 to 17 years","Denmark","Extra-EU28 (current composition)","First time applicant","Person","2016","180",""
"Females","From 14 to 17 years","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","Asylum applicant","Person","2016","16,295",""
"Females","From 14 to 17 years","Germany (until 1990 former territory of the FRG)","Extra-EU28 (current composition)","First time applicant","Person","2016","15,765",""
"Females","From 14 to 17 years","Estonia","Extra-EU28 (current composition)","Asylum applicant","Person","2016","5",""
"Females","From 14 to 17 years","Estonia","Extra-EU28 (current composition)","First time applicant","Person","2016","5",""
"Females","From 14 to 17 years","Ireland","Extra-EU28 (current composition)","Asylum applicant","Person","2016","40",""
"Females","From 14 to 17 years","Ireland","Extra-EU28 (current composition)","First time applicant","Person","2016","40",""
"Females","From 14 to 17 years","Greece","Extra-EU28 (current composition)","Asylum applicant","Person","2016","1,385",""
"Females","From 14 to 17 years","Greece","Extra-EU28 (current composition)","First time applicant","Person","2016","1,380",""
"Females","From 14 to 17 years","Spain","Extra-EU28 (current composition)","Asylum applicant","Person","2016","250",""
"Females","From 14 to 17 years","Spain","Extra-EU28 (current composition)","First time applicant","Person","2016","245",""
"Females","From 14 to 17 years","France","Extra-EU28 (current composition)","Asylum applicant","Person","2016","930",""
"Females","From 14 to 17 years","France","Extra-EU28 (current composition)","First time applicant","Person","2016","930",""
"Females","From 14 to 17 years","Croatia","Extra-EU28 (current composition)","Asylum applicant","Person","2016","10",""
"Females","From 14 to 17 years","Croatia","Extra-EU28 (current composition)","First time applicant","Person","2016","10",""
"Females","From 14 to 17 years","Italy","Extra-EU28 (current composition)","Asylum applicant","Person","2016","440",""
"Females","From 14 to 17 years","Italy","Extra-EU28 (current composition)","First time applicant","Person","2016","440",""
"Females","From 14 to 17 years","Cyprus","Extra-EU28 (current composition)","Asylum applicant","Person","2016","105",""
"Females","From 14 to 17 years","Cyprus","Extra-EU28 (current composition)","First time applicant","Person","2016","105",""
"Females","From 14 to 17 years","Latvia","Extra-EU28 (current composition)","Asylum applicant","Person","2016","5",""
"Females","From 14 to 17 years","Latvia","Extra-EU28 (current composition)","First time applicant","Person","2016","5",""
"Females","From 14 to 17 years","Lithuania","Extra-EU28 (current composition)","Asylum applicant","Person","2016","10",""
"Females","From 14 to 17 years","Lithuania","Extra-EU28 (current composition)","First time applicant","Person","2016","10",""
"Females","From 14 to 17 years","Luxembourg","Extra-EU28 (current composition)","Asylum applicant","Person","2016","20",""
"Females","From 14 to 17 years","Luxembourg","Extra-EU28 (current composition)","First time applicant","Person","2016","15",""
"Females","From 14 to 17 years","Hungary","Extra-EU28 (current composition)","Asylum applicant","Person","2016","575",""
"Females","From 14 to 17 years","Hungary","Extra-EU28 (current composition)","First time applicant","Person","2016","565",""
"Females","From 14 to 17 years","Malta","Extra-EU28 (current composition)","Asylum applicant","Person","2016","25",""
"Females","From 14 to 17 years","Malta","Extra-EU28 (current composition)","First time applicant","Person","2016","25",""
"Females","From 14 to 17 years","Netherlands","Extra-EU28 (current composition)","Asylum applicant","Person","2016","555",""
"Females","From 14 to 17 years","Netherlands","Extra-EU28 (current composition)","First time applicant","Person","2016","535",""
"Females","From 14 to 17 years","Austria","Extra-EU28 (current composition)","Asylum applicant","Person","2016","950",""
"Females","From 14 to 17 years","Austria","Extra-EU28 (current composition)","First time applicant","Person","2016","920",""
"Females","From 14 to 17 years","Poland","Extra-EU28 (current composition)","Asylum applicant","Person","2016","235",""
"Females","From 14 to 17 years","Poland","Extra-EU28 (current composition)","First time applicant","Person","2016","165",""
"Females","From 14 to 17 years","Portugal","Extra-EU28 (current composition)","Asylum applicant","Person","2016","30",""
"Females","From 14 to 17 years","Portugal","Extra-EU28 (current composition)","First time applicant","Person","2016","15",""
"Females","From 14 to 17 years","Romania","Extra-EU28 (current composition)","Asylum applicant","Person","2016","40",""
"Females","From 14 to 17 years","Romania","Extra-EU28 (current composition)","First time applicant","Person","2016","40",""
"Females","From 14 to 17 years","Slovenia","Extra-EU28 (current composition)","Asylum applicant","Person","2016","10",""
"Females","From 14 to 17 years","Slovenia","Extra-EU28 (current composition)","First time applicant","Person","2016","10",""
"Females","From 14 to 17 years","Slovakia","Extra-EU28 (current composition)","Asylum applicant","Person","2016","5",""
"Females","From 14 to 17 years","Slovakia","Extra-EU28 (current composition)","First time applicant","Person","2016","5",""
